,Title,Citation,Conference,Publisher,Journal,Date
427,MDevSPICE-A Comprehensive Solution for Manufacturers and Assessors of Safety-Critical Medical Device Software,6,14th International Conference on Software Process Improvement and Capability dEtermination (SPICE 2014),Springer International Publishing,Unknown,2014
428,The Changing Role of the Software Engineer,5,European Conference on Software Process Improvement,"Springer, Cham",Unknown,2019
429,An Auction-Based Serious Game for Bug Tracking,5,Unknown,IET Digital Library,IET Software,2019
430,Safety Critical Software Process Assessment: How MDevSPICE Addresses the Challenge of Integrating Compliance and Capability,5,15th International Conference on Software Process Improvement and Capability dEtermination (SPICE 2015),Springer Verlag Berlin (In Press),Unknown,2015
431,Towards the identification of the influence of SPI on the successful evolution of software SMEs,5,18th International Software Quality Management Conference,British Computer Society,Unknown,2010
432,CENGO: A Web-Based Serious Game to Increase the Programming Knowledge Levels of Computer Engineering Students,4,European Conference on Software Process Improvement,"Springer, Cham",Unknown,2019
433,Adopting virtual reality as a medium for software development process education,4,Proceedings of the 2018 International Conference on Software and System Process,ACM,Unknown,2018
434,CENGO: A Web-Based Serious Game to Increase the Programming Knowledge Levels of Computer Engineering Students,4,Unknown,Springer Nature,"Systems, Software and Services Process Improvement: 26th European Conference, EuroSPI 2019, Edinburgh, UK, September 18–20, 2019, Proceedings",Unknown
435,A Multivocal Literature Review of Function-as-a-Service (FaaS) Infrastructures and Implications for Software Developers,3,European Conference on Software Process Improvement,"Springer, Cham",Unknown,2020
436,Software Testing: A Changing Career,3,European Conference on Software Process Improvement,"Springer, Cham",Unknown,2019
437,An ISO/IEC 12207 Perspective on Software Development Process Adaptation.,3,Unknown,Unknown,Software Quality Professional,2018
438,Bringing Medical Device Software Development Standards into a single model - MDevSPICE,3,Unknown,Health Products Regulatory Authority,Irish Medicines Board Medical Devices Newsletter,2014
439,"Visualization, Monitoring and Control Techniques for Use in Scrum Software Development: An Analytic Hierarchy Process Approach",2,European Conference on Software Process Improvement,"Springer, Cham",Unknown,2020
440,"Systems, Software and Services Process Improvement: 27th European Conference, EuroSPI 2020, Düsseldorf, Germany, September 9-11, 2020, Proceedings",2,Unknown,Springer Nature,Unknown,2020
441,Guest Editorial: Gamification and Persuasive Games for Software Engineering,2,Unknown,INST ENGINEERING TECHNOLOGY-IET,Unknown,2019
442,A Gamification Approach to Improve the Software Development Process by Exploring the Personality of Software Practitioners,2,Unknown,Springer,Unknown,2016
443,Characteristics of a medical device software development framework,2,"21st European Conference on Systems, Software and Services Process Improvement (EuroSPI 2014)",http://eprints.dkit.ie/400,Unknown,2014
444,"Investigating the relationship between software process improvement, situational change, and business success in software SMEs",2,Unknown,Dublin City University,Unknown,2012
445,PlaySAFe: Results from a Virtual Reality Study Using Digital Game-Based Learning for SAFe Agile Software Development,1,European Conference on Software Process Improvement,"Springer, Cham",Unknown,2021
446,Agile Software Development–Do We Really Calculate the Costs? A Multivocal Literature Review,1,European Conference on Software Process Improvement,"Springer, Cham",Unknown,2020
447,A mechanism to explore proactive knowledge retention in open source software communities,1,Unknown,Unknown,Journal of Software: Evolution and Process,2019
448,An Approach to Investigating Proactive Knowledge Retention in OSS Communities,1,European Conference on Software Process Improvement,"Springer, Cham",Unknown,2018
449,Erratum to: Software Process Improvement and Capability Determination,1,International Conference on Software Process Improvement and Capability Determination,Springer International Publishing,Unknown,2016
450,Yazılım Yönetiminde İşe Alıştırma Süreçlerinin İyileştirilmesi İçin Düşünülmüş Bir Endüstriyel Vaka Çalışması,1,Unknown,Unknown,Unknown,Unknown
451,A Professional Career with Autism: Findings from a Literature Review in the Software Engineering Domain,Unknown,European Conference on Software Process Improvement,"Springer, Cham",Unknown,2021
452,To Work from Home (WFH) or Not to Work from Home? Lessons Learned by Software Engineers During the COVID-19 Pandemic,Unknown,European Conference on Software Process Improvement,"Springer, Cham",Unknown,2021
453,Digital Transformation and the Role of Dynamic Tooling in Extracting Microservices from Existing Software Systems,Unknown,European Conference on Software Process Improvement,"Springer, Cham",Unknown,2021
454,What Makes Agile Software Development Agile,Unknown,Unknown,IEEE,IEEE Transactions on Software Engineering,2021
455,Applying virtual reality to teach the software development process to novice software engineers,Unknown,Unknown,Unknown,IET Software,2021
456,Summary of the 1st ICSSP-ICGSE Joint Event,Unknown,Unknown,ACM,ACM SIGSOFT Software Engineering Notes,2020
457,"Proceedings 27th European Conference, EuroSPI 2020, Düsseldorf, Germany, September 9–11, 2020,",Unknown,Unknown,Unknown,Unknown,2020
458,Assessing Application Lifecycle Management (ALM) Potentials from an Industrial Perspective,Unknown,European Conference on Software Process Improvement,"Springer, Cham",Unknown,2020
459,Proceedings ACM/IEEE International Conference on System and Software Processes (ICSSP) 2020,Unknown,Unknown,Unknown,Unknown,2020
460,Summary of the 2019 International Conference on Software and System Processes (ICSSP 2019),Unknown,Unknown,ACM,ACM SIGSOFT Software Engineering Notes,2019
461,2019 IEEE/ACM International Conference on Software and System Processes,Unknown,Unknown,Unknown,Unknown,2019
462,A 3D virtual environment for training soccer referees,Unknown,Unknown,ELSEVIER SCIENCE BV,Unknown,2019
463,Adopting Augmented Reality for the Purpose of Software Development Process Training and Improvement: An Exploration,Unknown,European Conference on Software Process Improvement,"Springer, Cham",Unknown,2018
464,Interactive three-dimensional virtual environment to reduce the public speaking anxiety levels of novice software engineers,Unknown,Unknown,IET Digital Library,IET Software,2018
465,Adopting Augmented Reality for the Purpose of Software Development Process Training and Improvement: An Exploration,Unknown,Unknown,Springer Verlag,Unknown,2018
466,An interactive 3D virtual environment to reduce the public speaking anxiety levels of novice software engineers,Unknown,Unknown,IET,IET Control Theory and Applications,2018
467,The Impact of Situational Context on Software Process: A Case Study of a Very Small-Sized Company in the Online Advertising Domain,Unknown,Unknown,Springer,"Systems, Software and Services Process Improvement: 25th European Conference, EuroSPI 2018, Bilbao, Spain, September 5-7, 2018, Proceedings",2018
468,The demands of safety-critical medical device software development,Unknown,Unknown,Unknown,Unknown,2017
469,Software Process Improvement and Capability Determination Conference 2016,Unknown,Unknown,Elsevier Science BV,Unknown,2017
470,Reducing Knowledge Loss in Open Source Software,Unknown,Unknown,Unknown,structure,2017
471,Software Process Improvement and Capability Determination Conference 2016,Unknown,Unknown,Unknown,Computer Standards & Interfaces,2017
472,"Proceedings of the 16th International Conference on Software Process Improvement and Capability Determination (SPICE 2016), Dublin, Ireland, June 9-10, 2016",Unknown,Unknown,Springer,Unknown,2016
473,Software Process Improvement and Capability Determination,Unknown,Unknown,"Springer,",Unknown,2016
474,Software Developer's Journey A Story-Driven Approach to Support Software Practitioners,Unknown,Unknown,Springer-Verlag,Unknown,2016
475,"Software Process Improvement and Capability Determination [electronic resource]: 16th International Conference, SPICE 2016, Dublin, Ireland, June 9-10, 2016, Proceedings/edited …",Unknown,Unknown,"Cham: Springer International Publishing: Imprint: Springer, 2016.",Unknown,2016
476,An Investigation of Software Development Process Terminology,Unknown,Unknown,Unknown,Unknown,2016
477,MDevSpice is a one-stop shop for medical-device manufacturers,Unknown,Unknown,Unknown,Unknown,2015
478,Characteristics of medical device software development,Unknown,Unknown,Unknown,Unknown,2014
479,Medical device software development: towards a single best practice framework,Unknown,Unknown,Engineers Ireland (http://www.engineersjournal.ie/medical-device-software-development-towards-a-single-best-practice),The Engineers Journal,2014
480,A robust approach to examining business success in software development companies,Unknown,International Conference on Software Quality,American Society for Quality (ASQ),Unknown,2012
481,An Holistic Scorecard Based Approach to Examining the Meaning of Success for Software SMEs,Unknown,Unknown,Unknown,Unknown,2011
482,Steering Committee ICSSP 2021,Unknown,Unknown,Unknown,Unknown,Unknown
483,"An analysis of Function-as-a-Service (FaaS): vendors, challenges and implications for software developers",Unknown,Unknown,Unknown,Unknown,Unknown
484,Agile Software Development–Do We Really Calculate the Costs? A Multivocal,Unknown,Unknown,Springer Nature,"Systems, Software and Services Process Improvement: 27th European Conference, EuroSPI 2020, Düsseldorf, Germany, September 9–11, 2020, Proceedings",Unknown
485,Software Process Improvement and Capability Determination,Unknown,Unknown,Unknown,Unknown,Unknown
486,"Database constraints, such as"" patients with the same symptoms get the same therapies"", may be modeled by means of functional dependencies (FD). They have been extended to …",Unknown,Unknown,Unknown,Unknown,Unknown
487,"A. Ibáñez Moreno, A. Vermeulen",Unknown,Unknown,Unknown,Unknown,Unknown
488,Wisdom of crowds for robust gene network inference (As part of the DREAM5 consortium),1409,Unknown,Nature Publishing Group,Nature Methods,2012
489,Techniques for clustering gene expression data,299,Unknown,Pergamon,Unknown,2008
490,Random matrix theory for portfolio optimization: a stability approach,113,Unknown,North-Holland,Physica A: Statistical Mechanics and its Applications,2004
491,RNA-Seq vs dual-and single-channel microarray data: sensitivity analysis for differential expression and clustering,108,Unknown,Public Library of Science,PloS one,2012
492,Time and scale Hurst exponent analysis for financial markets,103,Unknown,North-Holland,Physica A: Statistical Mechanics and its Applications,2008
493,Cross-correlation dynamics in financial time series,102,Unknown,North-Holland,Physica A: Statistical Mechanics and its Applications,2009
494,Comparison of evolutionary algorithms in gene regulatory network model inference,95,Unknown,BioMed Central,BMC bioinformatics,2010
495,Random matrix theory and fund of funds portfolio optimisation,77,Unknown,North-Holland,Physica A: Statistical Mechanics and its applications,2007
496,Random matrix theory filters in portfolio optimisation: A stability and risk assessment,57,Unknown,North-Holland,Physica A: Statistical Mechanics and its Applications,2008
497,Wavelet multiscale analysis for hedge funds: Scaling and strategies,51,Unknown,North-Holland,Physica A: Statistical Mechanics and its Applications,2008
498,"Interrelationships among international stock market indices: Europe, Asia and the Americas",51,Unknown,World Scientific Publishing Company,International Journal of Theoretical and Applied Finance,2005
499,The reaction of stock markets to crashes and events: A comparison study between emerging and mature markets using wavelet transforms,42,Unknown,North-Holland,Physica A: Statistical Mechanics and its Applications,2006
500,Probabilistic models for drug dissolution. Part 1. Review of Monte Carlo and stochastic cellular automata approaches,40,Unknown,Elsevier,Simulation modelling practice and theory,2006
501,Probabilistic methods for drug dissolution. Part 2. Modelling a soluble binary drug delivery system dissolving in vitro,34,Unknown,Elsevier,Simulation modelling practice and theory,2006
502,Quantitative multi-agent models for simulating protein release from PLGA bioerodible nano-and microspheres,33,Unknown,Elsevier,Journal of Pharmaceutical and Biomedical Analysis,2008
503,Comparison of microarray preprocessing methods,31,Unknown,"Springer, New York, NY",Unknown,2010
504,The effect of a meteorological tower on its top-mounted anemometer,30,Unknown,Elsevier,Applied Energy,2007
505,Cross-platform microarray data normalisation for regulatory network inference,29,Unknown,Public Library of Science,PLoS One,2010
506,An agent-based approach to immune modelling,19,International Conference on Computational Science and Its Applications,"Springer, Berlin, Heidelberg",Unknown,2006
507,"Simulation of the USP drug delivery problem using CFD: experimental, numerical and mathematical aspects",18,Unknown,Elsevier,Simulation Modelling Practice and Theory,2004
508,Optimisation and parallelisation strategies for Monte Carlo simulation of HIV infection,17,Unknown,Pergamon,Computers in Biology and Medicine,2007
509,Stages of gene regulatory network inference: the evolutionary algorithm role,16,Unknown,InTech,Unknown,2011
510,Multiscaled Cross-Correlation Dynamics in Financial Time-Series,16,Unknown,Unknown,Arxiv preprint arXiv:1001.0497,2010
511,Multi scale cross correlation dynamics in Financial Time Series,16,Unknown,World Scientific,Advances in Complex Systems,2009
512,Seizure characterisation using frequency-dependent multivariate dynamics,15,Unknown,Pergamon,Computers in Biology and Medicine,2009
513,HIV models for treatment interruption: Adaptation and comparison,14,Unknown,North-Holland,Unknown,2017
514,Parallelisation strategies for large scale cellular automata frameworks in pharmaceutical modelling,13,2012 International Conference on High Performance Computing & Simulation (HPCS),IEEE,Unknown,2012
515,Model refinement through high-performance computing: an agent-based HIV example,13,Immunome research,BioMed Central,Unknown,2010
516,Bitcoin currency fluctuation,12,Unknown,Scitepress,Unknown,2018
517,Automatically Detecting ‘‘Significant Events’’ on SenseCam,12,Unknown,Unknown,ERCIM News,2011
518,Random matrix theory filters and currency portfolio optimisation,12,Unknown,IOP Publishing,Journal of Physics: Conference Series,2010
519,Finding motifs in large personal lifelogs,11,Unknown,Unknown,Unknown,2016
520,Interdependence between emerging and major markets,11,Unknown,Unknown,Unknown,2006
521,Design challenges for GDPR RegTech,10,Unknown,Unknown,arXiv preprint arXiv:2005.12138,2020
522,"Day ahead forecasting of FAANG stocks using ARIMA, LSTM networks and wavelets.",10,Unknown,CEUR Workshop Proceedings,Unknown,2018
523,Integrating heterogeneous gene expression data for gene regulatory network modelling,10,Unknown,Springer-Verlag,Theory in Biosciences,2012
524,An agent-based approach to immune modelling: priming individual response,10,Unknown,Unknown,Trans Eng Comput Technol,2006
525,A Pohlhausen solution for the mass flux from a multi-layered compact in the USP drug dissolution apparatus,10,Unknown,Elsevier,Simulation Modelling Practice and Theory,2004
526,3D Multi-agent models for protein release from PLGA spherical particles with complex inner morphologies,9,Unknown,Springer-Verlag,Theory in Biosciences,2008
527,Multiscaled Cross-Correlation Dynamics on SenseCam Lifelogged Images,7,Unknown,"Lecture Notes in Computer Science (LNCS), Springer",Unknown,2013
528,Modelling drug coatings: A parallel cellular automata model of ethylcellulose-coated microspheres,7,Unknown,"IACSIT Press, Singapore",Unknown,2011
529,Edge-weighting of gene expression graphs,7,Unknown,World Scientific Publishing Company,Advances in Complex Systems,2010
530,Epigenetic modelling,7,Unknown,European Research Consortium for Informatics and Mathematics,ERCIM News,2008
531,Cross-Correlation Dynamics and Community Structures of Cryptocurrencies,6,Unknown,Elsevier,Journal of Computational Science,2020
532,Applications of High Performance Algorithms to Large Scale Cellular Automata Frameworks Used in Pharmaceutical Modelling.,6,Unknown,Unknown,J. Cell. Autom.,2016
533,Assessing the impact of HIV treatment interruptions using stochastic cellular Automata,5,Unknown,Academic Press,Journal of theoretical biology,2020
534,Employee turnover prediction using machine learning,5,International Conference on Computing,"Springer, Cham",Unknown,2019
535,A Computational Lymph Tissue Model for Long Term HIV Infection Progression and Immune Fitness.,5,AICS,Unknown,Unknown,2017
536,Comparative analysis of asynchronous cellular automata in stochastic pharmaceutical modelling,5,Unknown,Elsevier,Journal of Computational Science,2014
537,In silico biology: Making the most of parallel computing,5,Unknown,IGI Global,Unknown,2010
538,HIV modelling-parallel implementation strategies,5,Unknown,Unknown,Unknown,2006
539,Financial Time Series: Motif Discovery and Analysis Using VALMOD,4,International Conference on Computational Science,"Springer, Cham",Unknown,2019
540,Data integration for microarrays: Enhanced inference for gene regulatory networks,4,Unknown,Multidisciplinary Digital Publishing Institute,Microarrays,2015
541,Application of statistical physics for the identification of important events in visual lifelogs,4,"Bioinformatics and Biomedicine (BIBM), 2013 IEEE International Conference on",IEEE,Unknown,2013
542,The importance of boundary conditions in the simulation of dissolution in the USP dissolution apparatus,4,Unknown,Elsevier,Simulation Modelling Practice and Theory,2007
543,Epochs in Market Sector Index Data—Empirical or Optimistic?,4,Unknown,"Springer, Tokyo",Unknown,2004
544,The Mechanics of Drug Dissolution,4,Unknown,WILEY‐VCH Verlag,PAMM: Proceedings in Applied Mathematics and Mechanics,2003
545,Considerations on privacy in the era of digitally logged lives,3,Unknown,Emerald Publishing Limited,Online Information Review,2020
546,NTCIR-12 lifelog data analytics,3,Unknown,Unknown,Unknown,2016
547,Random matrix ensembles of time correlation matrices to analyze visual lifelogs,3,International Conference on Multimedia Modeling,"Springer, Cham",Unknown,2014
548,"EGIA–evolutionary optimisation of gene regulatory networks, an integrative approach",3,Unknown,"Springer, Cham",Unknown,2014
549,Regulatory network modelling: Correlation for structure and parameter optimisation,3,Unknown,Unknown,"Proceedings of The IASTED Technology Conferences (International Conference on Computational Bioscience). Cambridge, Massachusetts",2010
550,Test for Long-Range Dependence in stock Market: Using Wavelet Transforms,3,Unknown,Unknown,Garyounis University Press. Journal of Science and Its Applications,2008
551,AI cloud-based smart manufacturing and 3D printing techniques for future in-house production,2,2019 International Conference on Artificial Intelligence and Advanced Manufacturing (AIAM),IEEE,Unknown,2019
552,Computer-based approach to detect wrinkles and suggest facial fillers,2,Unknown,Unknown,Int J Adv Comput Sci Appl,2019
553,"Vielens, an interactive search engine for lsc2019",2,Unknown,Unknown,Unknown,2019
554,Probabilistic pharmaceutical modelling: a comparison between synchronous and asynchronous cellular automata,2,International Conference on Parallel Processing and Applied Mathematics,"Springer, Berlin, Heidelberg",Unknown,2013
555,High-performance computing for data analytics,2,2012 IEEE/ACM 16th International Symposium on Distributed Simulation and Real Time Applications,IEEE,Unknown,2012
556,Visual experience for recognising human activities,2,International Competition on Evaluating AAL Systems through Competitive Benchmarking,"Springer, Berlin, Heidelberg",Unknown,2012
557,Probabilistic models for dissolution of ethylcellulose coated microsphere,2,Unknown,ESM-Eurosis,Unknown,2010
558,Correlation of worldwide markets’ entropies,2,Unknown,Unknown,Centro,2006
559,Apples and Oranges: the difference between the Reaction of the Emerging and Mature Markets to Crashes,2,Unknown,"Springer, Tokyo",Unknown,2006
560,Learning behaviours data in programming education: Community analysis and outcome prediction with cleaned data,1,Unknown,North-Holland,Future Generation Computer Systems,2022
561,GDPR Compliance tools: best practice from RegTech,1,Unknown,Springer International Publishing,Unknown,2021
562,Student behaviours in using learning resources in higher education: How do behaviours reflect success in programming education?,1,Unknown,Editorial Universitat Politècnica de València,Unknown,2021
563,Efficient Computational Models for assessment of Spatial Infection Features,1,2019 International Conference on High Performance Computing & Simulation (HPCS),IEEE,Unknown,2019
564,Analysis of Cryptocurrency Commodities with Motifs and LSTM.,1,AICS,Unknown,Unknown,2019
565,Data mining in agri warehouses using modwt wavelet analysis,1,International Conference on Information and Software Technologies,"Springer, Cham",Unknown,2017
566,A Wavelet-Based Method to Measure Stock Market Development,1,Unknown,Unknown,Unknown,2014
567,ON THE VOLUME OF FLUID METHOD FOR MULTIPHASE FLUID FLOW SIMULATION,1,Unknown,World Scientific Publishing Company,"International Journal of Modeling, Simulation, and Scientific Computing",2013
568,Can random matrix filters be used for trading in the foreign exchange market?-A comparison of foreign exchange and stock portfolio filtering,1,Unknown,Unknown,JDySES,2011
569,A numerical model of a drug particle dissolving in a dissolution test apparatus,1,Unknown,WILEY‐VCH Verlag,PAMM: Proceedings in Applied Mathematics and Mechanics,2009
570,Pattern discovery in gene expression data,1,Unknown,IGI Global,Unknown,2009
571,Correlation of worldwide markets' entropies: time-scale approach,1,Unknown,Unknown,arXiv preprint physics/0607296,2006
572,Community Detection in Cryptocurrencies with Potential Applications to Portfolio Diversification,Unknown,Unknown,Unknown,arXiv preprint arXiv:2108.09763,2021
573,Education as a complex system: using physic methods for the analysis of students' learning behaviours in the context of programming education.,Unknown,Unknown,Unknown,Unknown,2021
574,Financial Time Series: Market Analysis Techniques Based on Matrix Profiles,Unknown,Unknown,Multidisciplinary Digital Publishing Institute,Engineering Proceedings,2021
575,Release modelling of nanoencapsulated food ingredients by probabilistic models: Cellular Automata and Monte Carlo Methods,Unknown,Unknown,Academic Press,Unknown,2020
576,Received Total Wideband Power Data Analysis: Multiscale wavelet analysis of RTWP data in a 3G network,Unknown,Unknown,Unknown,Unknown,2019
577,Improving Confidence in Simulations through the Application of Multiple Updating Strategies,Unknown,2019 International Conference on High Performance Computing & Simulation (HPCS),IEEE,Unknown,2019
578,Motif Discovery and Evaluation: Focus on Finance,Unknown,Unknown,Unknown,Unknown,2018
579,New dimensions–modelling interrupted antiretroviral treatment using cellular automata,Unknown,Unknown,Unknown,F1000Research,2016
580,Evaluating the Volatility Behaviour in Irish ISEQ Overall Index Using GARCH Models,Unknown,Unknown,Unknown,"Journal of Economics, Management and Trade",2016
581,Applying random matrix theory filters on SenseCam images,Unknown,Unknown,Unknown,ERCIM News,2013
582,A Study of Correlation and Entropy for Multiple Time Series,Unknown,Unknown,"Springer, Dordrecht",Unknown,2011
583,Drug Dissolution Modelling,Unknown,Unknown,Unknown,ERCIM News,2010
584,Modelling Gene Regulatory Networks - An Integrative Approach,Unknown,Unknown,Unknown,ERCIM News,2010
585,Wavelets for analysis of time series gene expression data,Unknown,"Second Annual Meeting of COST Action MP0801 ‘Physics of Competition and Conflicts’, Sunny Beach, Bulgaria",Unknown,Unknown,2010
586,"Evolutionary algorithms in genetic regulatory network modelling with microarray data,",Unknown,"Proceedings of the 9th Asia-Pacific Complex Systems Conference (Complex 09), Tokyo, Japan, November 4-7, 2009",Unknown,Unknown,2009
587,Increasing biological accuracy in models of HIV progression while minimising complexity,Unknown,Unknown,Elsevier,IFAC Proceedings Volumes,2009
588,On the development of Object Oriented Parallel Pentadiagonal Preconditioned Krylov Subspace (K-S) Solvers,Unknown,Proceedings of the European Multidisciplinary Society for ModeModelling and Simulation Technology (ESM08),Eurosis,Unknown,2008
589,Correspondence: Response to the comments by Bernaschi et al. on'Optimisation and parallelisation strategies for Monte Carlo simulation of HIV infection',Unknown,Unknown,"Pergamon Press, Inc.",Computers in Biology and Medicine,2008
590,Long-term memory in the Irish market (ISEQ): evidence from wavelet analysis,Unknown,Unknown,Unknown,arXiv preprint physics/0607182,2006
591,A sequence-focused parallelisation of EMBOSS on a cluster of workstations,Unknown,International Conference on Computational Science and Its Applications,"Springer, Berlin, Heidelberg",Unknown,2004
592,ег ддаф йм дан й к кл ек мкаф афал д е фл ф д как,Unknown,Unknown,Unknown,Unknown,2001
593,This file was downloaded from: http://eprints. qut. edu. au/82681,Unknown,Unknown,Unknown,Unknown,Unknown
594,Probabilistic Pharmaceutical Modelling: A Comparison Between Synchronous and Asynchronous Cellular...,Unknown,Unknown,Unknown,Unknown,Unknown
595,Generalising a Pohlhausen-Type Solution for Dissolution from Multi-Layer Drug Compacts,Unknown,Unknown,Unknown,Unknown,Unknown
596,Modelling the in vitro Dissolution of Soluble Binary Drug Delivery Systems using Direct Monte Carlo techniques,Unknown,Unknown,Unknown,Unknown,Unknown
597,Stock Market Behaviour for Different Time Intervals with Different Volatility Levels.,Unknown,Unknown,Unknown,Unknown,Unknown
598,"Vaso-occlusive delivery device with kink resistant, flexible distal end",88,Unknown,Unknown,Unknown,2017
599,Assessing the assessment of programming ability,85,Unknown,ACM,ACM SIGCSE Bulletin,2004
600,RoboProf and an introductory computer programming course,72,Unknown,ACM,ACM SIGCSE Bulletin,1999
601,An automated learning system for Java programming,65,Unknown,IEEE,IEEE transactions on Education,2004
602,Platform independent dynamic java virtual machine analysis: the java grande forum benchmark suite,62,Unknown,Unknown,Unknown,2001
603,Patterns of plagiarism,52,Unknown,ACM,ACM SIGCSE Bulletin,2005
604,Mass production of individual feedback,26,Unknown,Unknown,Unknown,2004
605,A technique for detecting plagiarism in computer code,19,Unknown,Oxford University Press,The Computer Journal,2005
606,Heart rate awareness in patients with chronic stable heart failure. A multi-center observational study,14,Unknown,Elsevier,International journal of cardiology,2014
607,Profiling the plagiarists: An examination of the factors that lead students to cheat,10,Unknown,SAGE Publications,Journal of Educational Computing Research,2007
608,"Prevalence, contributing factors, and management strategies for test and maths anxiety in first-year psychology students",10,Australian Journal of Psychology,AUSTRALIAN PSYCHOLOGICAL SOC,Unknown,2003
609,Safety comes first: are doctors attentive enough to their initial clinical assessment notes?,8,Unknown,Unknown,Irish medical journal,2013
610,Can risk stratification of transient ischaemic attacks improve patient care in the emergency department?,8,Unknown,British Association for Accident and Emergency Medicine,Emergency Medicine Journal,2007
611,Comparison of factors influencing bytecode usage in the Java virtual machine,8,Unknown,Unknown,"Second International Conference and Exhibition on the Practical Application of Java, Manchester, UK",2000
612,Using Moodle—An open source leaning management system in Australian Mining Engineering Education,7,"2013 IEEE International Conference in MOOC, Innovation and Technology in Education (MITE)",IEEE,Unknown,2013
613,"Ambulatory postoperative ward-based epidural analgesia: a retrospective review of 1,147 cases",7,Unknown,Springer-Verlag,Unknown,2013
614,America's Dream Team: The Quest for Olympic Gold,7,Unknown,Turner Pub.,Unknown,1992
615,Standing activity intervention and motor function in a young child with cerebral palsy: A case report,6,Unknown,Taylor & Francis,Physiotherapy theory and practice,2017
616,A Collaborative Approach to Mining Education in Australia.,6,Unknown,Unknown,International Journal of Learning,2009
617,Home-based circuit training program for an adolescent female with severe traumatic brain injury: a case report,5,Unknown,Taylor & Francis,Physiotherapy theory and practice,2018
618,Moving-eye figure.,5,Unknown,Unknown,Unknown,1913
619,Hygienic eating utensil.,4,Unknown,Unknown,Unknown,1909
620,"Pilot Evaluation of a School-Based Programme Focused on Activity, Fitness, and Function among Children with Cerebral Palsy at GMFCS Level IV: Single-Subject Research Design",3,Unknown,University of Toronto Press,Physiotherapy Canada,2020
621,Enhanced Student Collaboration in Mining Engineering through Peer Review of Major Projects.,3,Unknown,Unknown,Unknown,2009
622,"Introductory programming, problem solving and computerbased assessment",3,Unknown,Unknown,"CAA 2002 International Conference, University of Loughborough, Retrieved from http://caaconference. com",2002
623,Fuzzy logic methods for image motion detection and analysis,3,Proceedings of IEEE Systems Man and Cybernetics Conference-SMC,IEEE,Unknown,1993
624,My patient has no blood pressure: are they empty or full? Point-of-care ultrasound of the inferior vena cava in the hypotensive emergency department patient,2,Unknown,SAGE Publications,Ultrasound,2011
625,A technique for measuring plagiarism in automated & distance learning environments,2,Unknown,Unknown,Unknown,2004
626,Dynamic analysis of the Java virtual machine method invocation architecture,2,Unknown,Unknown,Database,2002
627,"An evaluation of the effectiveness of teamwork, with an emphasis on peer assessment and peer review, in an introductory engineering course",1,Unknown,The Southern African Institute of Mining and Metallurgy,Journal of the Southern African Institute of Mining and Metallurgy,2014
628,"Review of Hardware, Software Security and Testing",1,Unknown,Unknown,"Commission on Electronic Voting, First Report on the Secrecy, Accuracy and Testing of the Chosen Electronic Voting System. The Independent Commission on Electronic Voting and Counting at Elections, Dublin, Appendix B",2004
629,"Work orientation as a function of sex, job level and marital status",1,Unknown,Taylor & Francis Group,The Irish Journal of Psychology,1984
630,Simulation: It’s the name of the game,Unknown,Unknown,Maltepe Üniversitesi,Unknown,2019
631,Abstract book,Unknown,Unknown,Maltepe Üniversitesi,Unknown,2019
632,Lichen sclerosus management-gynaecology versus dermatology and vulval specialty clinics,Unknown,BJOG-AN INTERNATIONAL JOURNAL OF OBSTETRICS AND GYNAECOLOGY,WILEY,Unknown,2018
633,Clinical Case Poster session 2,Unknown,Unknown,Oxford University Press (OUP),European Heart Journal-Cardiovascular Imaging,2016
634,Corrigendum to “Heart rate awareness in patients with chronic stable heart failure. A multi-center observational study”[Int. J. Cardiol. 2014. 177 (2): 380–4],Unknown,Unknown,Elsevier,International Journal of Cardiology,2016
635,Poster session 6,Unknown,Unknown,Oxford University Press,Eur Heart J Cardiovasc Imaging Abstracts Supplement,2015
636,124| The 100 Most Important Sporting Events in American History,Unknown,Unknown,ABC-CLIO,The 100 Most Important Sporting Events in American History,2015
637,9 Left atrial force as a precise haemodynamic monitor in patients with hereditary haemochromatosis pre and post venesection,Unknown,Unknown,BMJ Publishing Group Ltd and British Cardiovascular Society,Unknown,2015
638,Health and Safety Audit of a General Practice,Unknown,IRISH JOURNAL OF MEDICAL SCIENCE,SPRINGER LONDON LTD,Unknown,2015
639,Improving quality of colonoscopy: how can we push up the bar?,Unknown,IRISH JOURNAL OF MEDICAL SCIENCE,SPRINGER LONDON LTD,Unknown,2015
640,Minimally invasive Ivor-Lewis oesophagectomy following neoadjuvant chemoradiotherapy for the treatment of oesophageal cancer: first 30 consecutive unselected cases,Unknown,IRISH JOURNAL OF MEDICAL SCIENCE,SPRINGER LONDON LTD,Unknown,2015
641,IMPACT OF ADVERSE IN UTERO ENVIRONMENT AND POSTNATAL EXCESS ENERGY DIET ON OVARIAN FOLLICLE DEVELOPMENT,Unknown,IRISH JOURNAL OF MEDICAL SCIENCE,SPRINGER LONDON LTD,Unknown,2014
642,Head to head comparison of risk stratification scores HEART vs TIMI score for patients with undifferentiated chest pain and correlating with frequencies of in-hospital major …,Unknown,EUROPEAN HEART JOURNAL,OXFORD UNIV PRESS,Unknown,2014
