keyword_1,keyword_2,count
lifelogging,evaluation,1
lifelogging,wearable camera.,1
lifelogging,medical image classification,1
lifelogging,concept refinement,1
lifelogging,Concept semantics,1
lifelogging,Concept detection,1
lifelogging,virtual reality,2
lifelogging,physiological user interfaces,1
lifelogging,interactive retrieval,2
lifelogging,event segmentation,1
lifelogging,coral image segmentation and classification,1
lifelogging,indexing,1
lifelogging,benchmarking,1
lifelogging,annotated data,1
lifelogging,data,3
lifelogging,self-tracking,1
lifelogging,cell phone ubiquity,1
lifelogging,quantified self,1
lifelogging,summarization,1
lifelogging,image classification,1
lifelogging,comparative evaluation,1
lifelogging,lifelog,11
lifelogging,recognition,1
lifelogging,"test
collection",1
lifelogging,benchmark,1
lifelogging,lifelogging retrieval and summarization,1
lifelogging,daily reflection,1
lifelogging,personal life semantics,1
lifelogging,multimodal,1
dissolution models,performance,1
dissolution models,stochastic framework,1
dissolution models,agent-basis,1
dissolution models,high performance computing,1
image search,P300,1
image search,electroencephalograph,1
image search,data,1
image search,search,2
image search,datasets,1
image search,Brain computer interface,1
data-oriented translation,translation,1
data-oriented translation,data,1
neural MT,online MT,1
neural MT,evaluation,1
neural MT,crisis translation,1
neural MT,translation,1
neural MT,rapid response MT,1
neural MT,automatic evaluation,1
"parallel reasoning, data partitioning",Answer Set Programming,1
"parallel reasoning, data partitioning",dependency graph,1
"parallel reasoning, data partitioning","Semantic Web, stream reasoning",1
"parallel reasoning, data partitioning",data,1
smart stadium,smart cities,1
smart stadium,smart environments,1
smart stadium,object counting,3
smart stadium,Computer Vision,1
smart stadium,Internet of Things,3
smart stadium,crowd behavior analytics,3
smart stadium,smart city,2
visual speech recognition,VSU,1
visual speech recognition,speech recognition,1
visual speech recognition,recognition,1
cross-correlation,wavelet multiscaling,1
cross-correlation,eigenspectrum,1
cross-correlation,correlation,1
cross-correlation,epilepsy,1
Indonesian,delexicalised parsing models,1
Indonesian,parsing,1
Indonesian,Irish,1
Indonesian,Irish language,1
Geographic Information Systems,Linked Data,1
Geographic Information Systems,Resource Description Framework (RDF),1
Geographic Information Systems,Ontology Engineering,1
Geographic Information Systems,Information Systems,1
Geographic Information Systems,Modelling,1
Geographic Information Systems,Building Information Modelling,1
Predictive modelling,Computer Science Education,1
Predictive modelling,modelling,1
Predictive modelling,learning,1
Predictive modelling,data,1
Predictive modelling,mining,1
Predictive modelling,Educational data mining,1
Predictive modelling,Learning analytics,1
Behavioral Analytics,"Educational
Data Mining",1
Behavioral Analytics,Analytics,1
Behavioral Analytics,Technology,1
Behavioral Analytics,Modelling,1
Behavioral Analytics,Data Mining,1
Behavioral Analytics,Programming Learning,1
Customer Retention.,Customer Lifetime Value,1
Customer Retention.,Record Linkage,1
Customer Retention.,Customer Segmentation,1
Grounded theory,search,1
Grounded theory,Qualitative research,1
Grounded theory,Belief systems,1
Grounded theory,Software development,1
user interaction,virtual reality,1
Game-based agile software development,Gamification,1
Game-based agile software development,agile,1
Game-based agile software development,Scrumban,1
Game-based agile software development,Software process improvement,1
Implicit Association Test (IAT),Implicit beliefs,1
InformationRetrievalSystem,Lifelog,1
InformationRetrievalSystem,Memory,1
InformationRetrievalSystem,MemoryAugmentation,1
InformationRetrievalSystem,EventSegmentation,1
InformationRetrievalSystem,FeatureExtraction,1
InformationRetrievalSystem,Lifelogging,1
English,Syntactic alignment,1
English,sentiment,1
English,social media,1
English,evaluation,1
English,Google Translate,1
English,Multi-word Expression,1
English,Human-Computer interaction,1
English,machine translation,1
English,Farsi,1
English,German-English,1
English,translation,1
English,syntactic priming,1
English,"English, Human-Computer interaction",1
English,English to Farsi,1
English,word,1
English,Parallel Corpora,1
English,learning,1
English,English teaching,1
English,German,2
English,evaluation metrics,1
English,Machine Translation,1
English,Language Learning,1
English,automatic evaluation,1
English,Chinese-English,1
English,English learning,1
English,Natural Language Processing,1
English,Syntactic priming,1
Load balancing,Spark,1
Load balancing,Distributed join,1
LFG structures,"Lexical
Functional Grammar",1
Situational Factors,Software Engineer,1
Situational Factors,Process Improvement,1
Situational Factors,Software Engineering,1
Situational Factors,Microservices,1
Situational Factors,Agile,1
Situational Factors,Software Development Process,1
Situational Factors,Mappings,1
environmental sensor networks,data,1
environmental sensor networks,sensor intelligence,1
environmental sensor networks,chemo-sensors,1
environmental sensor networks,sensor networks,1
environmental sensor networks,metadata standards,1
Demo,Broadcasting data,1
Demo,data,1
Demo,Video retrieval,1
Brain-computer interface,Generative adversarial networks,2
Brain-computer interface,HCI,1
Data Protection Officer,Register of Processing Activities,1
Data Protection Officer,RegTech,2
Data Protection Officer,GD,1
Data Protection Officer,Compliance,1
Data Protection Officer,Accountability,1
Data Protection Officer,GDPR,1
Neural MT,Human MT evaluation,1
Neural MT,evaluation,1
Neural MT,Statistical MT,1
Software Engineer,Personality Traits,1
Software Engineer,Systematic Review,1
Software Engineer,Productivity,1
Software Engineer,Software Engineers,1
Software Engineer,Process Improvement,1
Software Engineer,Software Engineering,5
Software Engineer,Research Framework,1
Software Engineer,Microservices,1
Software Engineer,Agile,3
Software Engineer,Game Theory,1
Software Engineer,Software Development Process,1
Software Engineer,Agile Software Development,1
Software Engineer,"Software Engineering Economics, Productivity, Social Aspects of Development",1
Software Engineer,search,1
Software Engineer,Behaviour,1
Software Engineer,Personality,1
Software Engineer,Mechanism Design,1
Software Engineer,Games,1
Monte Carlo simulation,Monte Carlo,1
Monte Carlo simulation,Probabilistic models,1
Monte Carlo simulation,Cellular automata,1
Monte Carlo simulation,Agent-based models,1
Monte Carlo simulation,simulation,1
Syntactic alignment,Google Translate,1
Syntactic alignment,Human-Computer interaction,2
Syntactic alignment,"English, Human-Computer interaction",1
Syntactic alignment,Language Learning,2
Syntactic alignment,Syntactic priming,2
Neural network interpretability,convolutional neural networks,1
Neural network interpretability,video,1
Neural network interpretability,neural networks,1
Neural network interpretability,fractional-pixel motion compensation,1
Open Access,Publicly Funded Research,1
Open Access,search,1
Open Access,Institutional Repositories,1
Answer Set Programming,dependency graph,1
Answer Set Programming,"Semantic Web, stream reasoning",1
Answer Set Programming,data,1
synonymy,evaluation,1
synonymy,clustering,1
synonymy,sense clustering,1
Multi-view learning,Representation learning,1
Multi-view learning,Multimedia,1
Multi-view learning,learning,1
Multi-view learning,Denoising autoencoder,1
Multi-view learning,Multimedia fusion,1
Multi-view learning,Autoencoder,1
Query service,Data synchronisation,1
Query service,Calibration,1
Query service,Query,1
Query service,Wireless sensor network,1
visual interaction design,analysis,1
visual interaction design,visualization,1
visual interaction design,video,1
visual interaction design,video browsing,1
visual interaction design,content analysis,1
visual interaction design,interaction design,1
Privacy,Pandemics,1
Privacy,analysis,1
Privacy,Standards organizations,1
Privacy,Bluetooth,1
Privacy,Coronaviruses,1
Privacy,Behavioral correctness verification,1
Privacy,privacy,2
Privacy,discrete event systems,1
Privacy,task synchronization pattern.,1
Privacy,Petri nets,1
Privacy,Data privacy,1
Privacy,Interoperability,2
Privacy,GD,2
Privacy,Task analysis,1
Privacy,GDPR,2
Privacy,cross-organizational workflow,1
Lifelog,Assistive living,1
Lifelog,SenseCam,5
Lifelog,context,2
Lifelog,Virtual Reality,1
Lifelog,information,3
Lifelog,privacy access levels,1
Lifelog,Mobile Devices,1
Lifelog,context and content information,1
Lifelog,sharing,1
Lifelog,Search,4
Lifelog,Reminiscence,2
Lifelog,Group Sharing,1
Lifelog,Memory,3
Lifelog,Personal information management,2
Lifelog,data anonymisation,1
Lifelog,Food Detection,1
Lifelog,Event Segmentation,1
Lifelog,Wearable camera,2
Lifelog,Multimedia,2
Lifelog,Multimedia Systems,1
Lifelog,"Heterogeneous Sensory
Data Analytics",1
Lifelog,editing,1
Lifelog,Correlation,1
Lifelog,Lead user,1
Lifelog,Interview study,1
Lifelog,Life-Long Collections,1
Lifelog,RF,1
Lifelog,MemoryAugmentation,1
Lifelog,Smartphones,1
Lifelog,Refinding,1
Lifelog,narrative,1
Lifelog,Case study,1
Lifelog,visual lifelog,1
Lifelog,EventSegmentation,1
Lifelog,Analytics,1
Lifelog,privacy,1
Lifelog,SURF,1
Lifelog,Food Recognition,1
Lifelog,Personal digital archives,1
Lifelog,Smart-City,1
Lifelog,FeatureExtraction,1
Lifelog,sensemaking,1
Lifelog,Data Analytics,1
Lifelog,Activity classification,1
Lifelog,data,2
Lifelog,equal-time Correlation Matrices,1
Lifelog,Test Collection,2
Lifelog,Digital Diary,1
Lifelog,Embedded Sensors,1
Lifelog,management,2
Lifelog,lifelog,1
Lifelog,CNN,1
Lifelog,HOG,1
Lifelog,Images,1
Lifelog,Human Activity Recognition,1
Lifelog,storytelling,2
Lifelog,Lifelogging,21
Lifelog,Memory Reminiscence,1
Lifelog,Maximum Overlap Discrete Wavelet Transform,1
Lifelog,Search Engine,4
Lifelog,SIFT,1
rainfall radar,environmental monitoring,1
rainfall radar,multi-modal sensor networks,1
rainfall radar,monitoring,1
rainfall radar,chemical sensors,1
rainfall radar,sensor networks,1
Data Integration,Analytics,1
Data Integration,Data Analytics,1
Data Integration,Data Warehousing,1
Data Integration,ETL,1
Concept Classifiers,Complex Events,1
Concept Classifiers,Events,1
Concept Classifiers,User-Generated Video,1
video searching,video,1
video searching,search,1
video searching,multimedia,1
video searching,video retrieval,1
PIA,information,1
PIA,Sensecam,1
Ranking of machine translation output,machine translation,1
Ranking of machine translation output,translation,1
Ranking of machine translation output,Quality estimation,1
Communication architecture,Ad-hoc Networks,1
Communication architecture,Electric bicycles,1
Communication architecture,Smart Vehicles,1
Communication architecture,Fuzzy Logic,1
Communication architecture,learning,1
Communication architecture,Q-learning approach,1
Communication architecture,Mobile ad hoc Networks,1
glottal source parameterisation,glottal source,1
glottal source parameterisation,extended Kalman filter,1
"Myers-
Briggs Type Indicator (MBTI)",Software Developers Personalities,1
"Myers-
Briggs Type Indicator (MBTI)",Personality,1
"Myers-
Briggs Type Indicator (MBTI)",Personality Proling,1
Teamsports,Training load monitoring,1
Teamsports,sports,1
Teamsports,monitoring,1
Teamsports,Self-reporting questionnaires,1
Teamsports,Gaelic Football,1
Teamsports,Training,1
Teamsports,questionnaires,1
Teamsports,questionnaire,1
QoS,quality of service,1
QoS,evaluation,1
QoS,Packet loss,1
QoS,Quality of service,1
QoS,Internet of Things,1
QoS,statistics,1
QoS,Performance evaluation,1
QoS,Internet of Things (IoT),1
QoS,Throughput,1
QoS,IoT,1
environmental monitoring,multi-modal sensor networks,2
environmental monitoring,monitoring,4
environmental monitoring,landfill,1
environmental monitoring,greenhouse gases,1
environmental monitoring,data,1
environmental monitoring,methane,1
environmental monitoring,chemistry,1
environmental monitoring,water-level estimation,1
environmental monitoring,management,1
environmental monitoring,chemical sensors,1
environmental monitoring,sensor data management,1
environmental monitoring,sensor networks,3
Regulatory Compliance,GD,1
Regulatory Compliance,Compliance,1
Regulatory Compliance,GDPR,1
neural machine translation,foreign literature,1
neural machine translation,information,1
neural machine translation,Statistical machine translation,1
neural machine translation,machine translation,4
neural machine translation,post-editing,1
neural machine translation,editing,1
neural machine translation,Farsi,1
neural machine translation,morphologically complex word,1
neural machine translation,coreference resolution,1
neural machine translation,information retrieval,1
neural machine translation,translation,4
neural machine translation,foreign fiction,1
neural machine translation,source language,1
neural machine translation,question answering,1
neural machine translation,Turkish,1
neural machine translation,word,1
neural machine translation,low resource languages,1
neural machine translation,German,1
neural machine translation,statistical machine translation,1
neural machine translation,literary translation,1
Random Matrix Theory,Cyptocurrency,1
Random Matrix Theory,Educational Data Mining,1
Random Matrix Theory,Community structure,1
Random Matrix Theory,Correlation,2
Random Matrix Theory,Correlation matrix,1
Random Matrix Theory,Learning Behaviours,1
Random Matrix Theory,Correlation & Covariance,1
Random Matrix Theory,Behaviour,1
Random Matrix Theory,Data Mining,1
Random Matrix Theory,Programming Education,1
Random Matrix Theory,"Principal
Component Analysis (PCA)",1
Self-supervised Learning,Representation Learning,1
Self-supervised Learning,learning,1
Self-supervised Learning,deep learning,1
Self-supervised Learning,self-supervised learning,1
RDB,Linked Data,1
RDB,Data Value,1
RDB,Automatic Mapping,1
RDB,Information Systems,2
RDB,OBDA,1
malware detection,XGBoost,1
malware detection,SVMs,1
malware detection,random forest,1
malware detection,IoT,1
information system,information,3
information system,interactive retrieval,2
information system,component integration,1
information system,data,1
information system,XML,1
information system,component,1
information system,lifelog,2
recognition of hand drawn website UIs,image segmentation,1
recognition of hand drawn website UIs,medical image classification,1
recognition of hand drawn website UIs,coral image segmentation and classification,1
recognition of hand drawn website UIs,benchmarking,1
recognition of hand drawn website UIs,annotated data,1
recognition of hand drawn website UIs,data,1
recognition of hand drawn website UIs,summarization,1
recognition of hand drawn website UIs,image classification,1
recognition of hand drawn website UIs,lifelog,1
recognition of hand drawn website UIs,recognition,1
recognition of hand drawn website UIs,benchmark,1
recognition of hand drawn website UIs,lifelogging retrieval and summarization,1
DES,Search,1
DES,Work15 load,1
DES,Search engines,1
DES,Simulation,1
DES,Query,1
DES,ElasticSearch,1
DES,Modelling,1
DES,CloudSimPlus,1
DES,Cloud,1
laboratory-based evaluation,evaluation,1
laboratory-based evaluation,test collection development,1
laboratory-based evaluation,search,1
laboratory-based evaluation,personalised search,1
laboratory-based evaluation,test collection,1
Assistive living,SenseCam,1
Assistive living,Wearable camera,1
Assistive living,Activity classification,1
Assistive living,Lifelogging,1
Data Quality,Linked Data,3
Data Quality,Healthcare,1
Data Quality,Data Quality Analysis,1
Data Quality,Data Governance,1
Data Quality,Geospatial Data,1
Data Quality,Health,1
Natural Language Processing Linguistics,Natural Language Processing,1
Human MT evaluation,evaluation,1
Human MT evaluation,Statistical MT,1
foreign literature,machine translation,1
foreign literature,post-editing,1
foreign literature,editing,1
foreign literature,translation,1
foreign literature,foreign fiction,1
foreign literature,statistical machine translation,1
foreign literature,literary translation,1
BRF,RF,1
peer observation,"professional
dialogue",1
peer observation,word,1
peer observation,reflective practice,1
peer observation,cross-disciplinary,1
k-mean,analysis,3
k-mean,data analysis,3
k-mean,clustering,3
k-mean,k-means,2
k-mean,DBSCAN,2
k-mean,Big Data,2
k-mean,data,3
k-mean,spatial data,2
k-mean,mining,3
k-mean,balance vector,1
k-mean,Spatial data,1
k-mean,distributed mining,3
Proposals,action localisation,1
Proposals,recognition,1
Proposals,Support vector machines,1
Proposals,Feature extraction,1
Proposals,Trajectory,1
digital memories,human-robot interaction,1
Optical sensing,Visual sensing,1
paper submission,learning,1
paper submission,deep learning,1
Faceted Search,Dataset,1
Faceted Search,Search,2
Faceted Search,Personalization,1
Faceted Search,Evaluation Framework,1
Faceted Search,Personalisation,1
Faceted Search,Type-based Facets,2
Faceted Search,Dataset Collection,1
Antiretroviral treatment,HIV,1
Antiretroviral treatment,Structured Treatment Interruption,1
Antiretroviral treatment,Cellular automata,1
Antiretroviral treatment,Dynamic models,1
Drosophila melanogaster,NGS,1
Drosophila melanogaster,Microarrays,1
Personality Traits,Software Engineers,1
Personality Traits,Visualization,1
Personality Traits,Social Aspects of Software Development,1
Personality Traits,Interactive Personality Assessment,1
Personality Traits,Software Team Visualization,1
Personality Traits,Behaviour,1
Personality Traits,Personality,2
Personality Traits,Software Developer Personality Traits,1
BabelNet,domain adaptation,1
BabelNet,SMT,1
BabelNet,unknown words,1
BabelNet,word,1
BabelNet,OOVs,1
Benchmark,Keyframe Extraction,1
Benchmark,Image retrieval,1
Benchmark,Classification,1
Benchmark,learning,1
Benchmark,Speech Recognition,1
Benchmark,Keyframe,1
Benchmark,Support vector machines,1
Benchmark,Cities and towns,1
Chronic disease,community-based,1
Random walk,fastText,1
Random walk,SMOTE,1
sentiment,analysis,7
sentiment,social media,1
sentiment,entity recognition,1
sentiment,machine translation,1
sentiment,sentiment translation,1
sentiment,parallel data,1
sentiment,translation,2
sentiment,behavioural finance,1
sentiment,data,1
sentiment,social network analysis,1
sentiment,mining,2
sentiment,German,1
sentiment,statistical machine translation,1
sentiment,recognition,1
sentiment,opinion mining,2
sentiment,tweets,1
sentiment,", statistical machine translation",1
sentiment,visualisation,1
sentiment,market effciency,1
knowledge discovery,collaborative systems,2
knowledge discovery,privacy,1
knowledge discovery,data,2
knowledge discovery,mining,2
knowledge discovery,wearable devices,1
knowledge discovery,personal data,2
VSU,speech recognition,1
VSU,recognition,1
Convolution,Autonomous vehicles,1
Convolution,Spectrograms,1
Convolution,Attention Algorithms,1
Convolution,Image segmentation,1
Convolution,Training,1
Convolution,Convolution kernels,1
Convolution,Convolutional Neural Network,2
Convolution,Europe,1
Word2Vec,Digital Retail,1
Word2Vec,Customer Behavior,1
Neural machine translation,machine translation,2
Neural machine translation,Literature translation,1
Neural machine translation,translation,2
Neural machine translation,Translation users,1
Neural machine translation,Translator productivity,1
Neural machine translation,statistical machine translation,1
Neural machine translation,Translation metrics,1
service computing,cloud computing,1
service computing,data,1
service computing,hybrid process model,1
service computing,event log,1
service computing,big data,1
Food marketing,Childhood obesity,1
Food marketing,Wearable camera,1
Food marketing,Obesogenic environments,1
Information retrieval,re-ranking,1
Information retrieval,Search,1
Information retrieval,Multimedia Indexing,1
Information retrieval,Multimedia,1
Information retrieval,Weak geometric correlation consistency,1
Information retrieval,Indexing,1
Information retrieval,correlation,1
Information retrieval,Instance Search,1
Information retrieval,recommender techniques,1
Information retrieval,cluster-based PageRank model,1
prior-art,patent,1
prior-art,search,1
prior-art,prior-art patent searching,1
SenseCam,context,1
SenseCam,montage,1
SenseCam,information,1
SenseCam,context and content information,1
SenseCam,sharing,1
SenseCam,Reminiscence,1
SenseCam,EvAAL competition,1
SenseCam,SenseCam activity recognition,1
SenseCam,Wearable camera,1
SenseCam,memory,1
SenseCam,editing,1
SenseCam,Correlation,1
SenseCam,narrative,2
SenseCam,Technology,1
SenseCam,media selection,1
SenseCam,sensemaking,1
SenseCam,Activity classification,1
SenseCam,equal-time Correlation Matrices,1
SenseCam,digital narrative,1
SenseCam,activity recognition,1
SenseCam,time series methods,1
SenseCam,dementia,1
SenseCam,management,1
SenseCam,lifelog,1
SenseCam,recognition,1
SenseCam,Early stage dementia,1
SenseCam,Images,1
SenseCam,Data management,1
SenseCam,storytelling,3
SenseCam,Lifelogging,4
SenseCam,methods,1
SenseCam,personal life semantics,1
SenseCam,Maximum Overlap Discrete Wavelet Transform,1
SenseCam,card-sorting,1
Time Series Prediction,Prediction,1
Time Series Prediction,"Diversity, Synthetic time series",1
Time Series Prediction,Time series,1
Time Series Prediction,Forecasting,1
"Drugs, Analytical models",Coatings,1
"Drugs, Analytical models",Data models,1
"Drugs, Analytical models",Computational modeling,1
"Drugs, Analytical models",Polymers,1
bilingual topic modelling,modelling,1
bilingual topic modelling,Cross-lingual Tweet tagging,1
Representation uncertainty,Concept-based representation,1
Representation uncertainty,data,1
Representation uncertainty,Video retrieval,1
Representation uncertainty,semantic concepts,1
Real-time systems,Decision Support,1
Real-time systems,surveillance,1
Real-time systems,Smart cities,1
Real-time systems,tracklets,1
Real-time systems,Data models,1
Real-time systems,Petri nets,1
Real-time systems,Cloud computing,1
Real-time systems,Crowd Analysis,1
Real-time systems,anomaly detection,1
Real-time systems,Computational modeling,1
Real-time systems,Cloud,1
Real-time systems,"feature extraction,",1
Surveillance,technology,1
Surveillance,Ethics,1
Surveillance,event detection,1
Surveillance,Information communication technology,1
Surveillance,Surveillance event detection,1
Surveillance,indexing,1
Surveillance,SAVASA,1
Entity translation,translation,1
Entity translation,Dialogue,1
Entity translation,Furhat robot,1
Entity translation,Entity,1
Biomedical monitoring,monitoring,1
Biomedical monitoring,Monitoring,1
Biomedical monitoring,Real time systems,1
Biomedical monitoring,Wireless sensor network,1
Biomedical monitoring,sensor networks,1
MFCC,User-generated Video,1
MFCC,Video Classification,1
MFCC,Classification,1
Population Dynamics,Infrastructure,1
Population Dynamics,Pedestrian Behaviour,1
Population Dynamics,Behaviour,1
Population Dynamics,Modelling,1
Medical Device regulations,Best Practice Framework,1
context,questing structure,1
context,information,2
context,analysis,1
context,context and content information,1
context,sharing,1
context,Memory,1
context,machine translation,1
context,"SCR, contextualisation",1
context,translation,1
context,Refinding,1
context,source context information,1
context,Situational context,1
context,query reformulations,1
context,agile,1
context,narrative,1
context,Case study,1
context,Sentence retrieval,1
context,expert reviews,1
context,game-based learning,1
context,learning,1
context,software development process,1
context,statistical machine translation,1
context,sentence similarity,1
context,safety critical software development,1
context,thematic analysis,1
context,safety context,1
context,quest creation process,1
context,Tweet contextualization,1
context,Spoken content retrieval,1
context,storytelling,1
context,Lifelogging,1
context,Situational factors reference model,1
Register of Processing Activities,RegTech,1
Dropped Pronoun,Dialogue,1
Dropped Pronoun,Machine Translation,1
Dropped Pronoun,Neural Machine Translation,1
Cache placement,vCDN,1
Cache placement,Simulation,1
Cache placement,Simulation-based optimization,1
Cache placement,simulation,1
estimating energy expenditure,body sensors,1
estimating energy expenditure,event detection,1
estimating energy expenditure,endurance,1
estimating energy expenditure,ultra-endurance cycling,1
estimating energy expenditure,cycling event detection,1
Systematic Review,Software Engineering,1
Systematic Review,Games,1
multivariate time series,analysis,1
multivariate time series,3G,1
multivariate time series,"non-stationary time
series",1
Personality assessment process,Personality temperaments,1
Personality assessment process,Software development management,1
Personality assessment process,Keirsey Temperament Sorter II,1
Personality assessment process,Organisation personality profile,1
Personality assessment process,Periodic table-like structure,1
Personality assessment process,Visualisation,1
Personality assessment process,management,1
Personality assessment process,Personality,1
Personality assessment process,Software development,1
"Video, Image",GA,1
"Video, Image",Generative Adversarial Networks,1
"Video, Image",Generative Adversarial Network,1
task intelligence,workshops,1
task intelligence,tasks,1
urban spatial-temporal modelling,modelling,1
urban spatial-temporal modelling,agent-based modelling,1
urban spatial-temporal modelling,visualisation,1
montage,narrative,1
montage,media selection,1
montage,digital narrative,1
montage,storytelling,1
montage,card-sorting,1
Mean Average Precision,QE,1
Mean Average Precision,sentence based query expansion,1
Mean Average Precision,RLM,1
Mean Average Precision,MAP,1
digital content management,analysis,1
digital content management,multilingual technologies,1
digital content management,adaptive hypermedia,1
digital content management,content analysis,1
digital content management,management,1
glottal source,data,1
glottal source,extended Kalman filter,2
Speed advisory systems,Optimal consensus algorithm,1
Speed advisory systems,Vehicle networks,1
visual concept,tablet pc,1
visual concept,Multi-modal Access,1
visual concept,keyframe similarity,1
Dataset,Video Tagging,1
Dataset,Search,1
Dataset,Speech Retrieval,1
Dataset,Image Dataset,1
Dataset,Evaluation Framework,1
Dataset,Pattern Recognition,1
Dataset,Personalisation,1
Dataset,Type-based Facets,1
Dataset,Dataset Collection,1
Dataset,Irish,1
image segmentation,medical image classification,1
image segmentation,coral image segmentation and classification,1
image segmentation,benchmarking,1
image segmentation,annotated data,1
image segmentation,data,1
image segmentation,summarization,1
image segmentation,image classification,1
image segmentation,lifelog,1
image segmentation,recognition,1
image segmentation,benchmark,1
image segmentation,lifelogging retrieval and summarization,1
questing structure,analysis,1
questing structure,expert reviews,1
questing structure,game-based learning,1
questing structure,learning,1
questing structure,thematic analysis,1
questing structure,quest creation process,1
Pandemics,Bluetooth,1
Pandemics,Coronaviruses,1
Pandemics,privacy,1
Pandemics,Data privacy,1
test drive development,software development lifecycle,1
test drive development,"continuous
development",1
Explainable Artificial Intelligence,Digital Retail,1
Explainable Artificial Intelligence,Requirements Elicitation,1
Explainable Artificial Intelligence,Crisis Management,1
Explainable Artificial Intelligence,Artificial Intelligence,2
Explainable Artificial Intelligence,Domain Expert,1
software development management,Monte Carlo,1
software development management,program debugging,1
software development management,project management,1
software development management,Monte Carlo methods,1
software development management,management,1
software development management,public domain software,1
software development management,methods,1
fast  deep  learning,memory,1
fast  deep  learning,learning,1
fast  deep  learning,example-packing,1
fast  deep  learning,multi-dimensional  long  short-term  memory,1
fast  deep  learning,handwriting  recognition,1
fast  deep  learning,variable  length  input,1
fast  deep  learning,recognition,1
fast  deep  learning,deep  learning,1
Virtual Reality,Eolas,1
Virtual Reality,Video Browser Showdown,1
Virtual Reality,Lifelogging,1
NGS,Microarrays,1
data replication,data,1
data replication,TV,1
data replication,management,1
data replication,peer-to-peer,1
data replication,IPTV,1
Semi-supervised,video,1
Semi-supervised,Classification,1
Semi-supervised,Polyp,1
Semi-supervised,Generative Adversarial Networks,1
Semi-supervised,Generative Adversarial Network,1
Retrieval Method,Query Term,1
Retrieval Method,Query,1
Retrieval Method,Retrieval Result,1
Retrieval Method,Short Message Service,1
information,technology,1
information,context and content information,1
information,sharing,1
information,evaluation,5
information,automatic speech recognition,2
information,Medical information retrieval,9
information,Personal information management,2
information,machine translation,5
information,interactive retrieval,2
information,pandemic,1
information,coreference resolution,1
information,Teaching information retrieval,1
information,Medical image retrieval,1
information,video,1
information,information retrieval,30
information,translation,5
information,source context information,1
information,narrative,1
information,question answering,1
information,component integration,1
information,privacy,1
information,Personal digital archives,1
information,automatic annotation,1
information,learning,1
information,multimedia data,1
information,data,3
information,search,5
information,Speech search,1
information,Query,1
information,statistical machine translation,1
information,biomedical information,1
information,cross language information retrieval,3
information,XML,1
information,medical searches,1
information,sentence similarity,1
information,component,1
information,speech recognition,2
information,Internet video,1
information,management,2
information,lifelog,4
information,recognition,2
information,affective computing,1
information,music information retrieval,1
information,test collection,3
information,multimedia information retrieval,2
information,collaborative information retrieval,2
information,multilingual searches,1
information,annotation,1
information,attitude,1
information,Cross-language information retrieval,1
information,medical records retrieval,1
information,multimedia,3
information,digital libraries,1
information,storytelling,1
information,Language technology integration,1
information,Lifelogging,3
information,biomedical,1
information,Living lab,1
information,variable retrieval effectiveness,1
information,multimodal,3
Automated Assessment,"Survey, Human Assessment",1
Automated Assessment,Assessment Methods,1
Intelligent Analytics,AI ensembles,1
Intelligent Analytics,Data Governance,1
Intelligent Analytics,Analytics,1
principal component analysis (PCA),analysis,1
principal component analysis (PCA),convolutional neural networks,1
principal component analysis (PCA),video,1
principal component analysis (PCA),neural networks,1
principal component analysis (PCA),convolutional neural networks (CNN),1
principal component analysis (PCA),component,1
principal component analysis (PCA),CNN,1
principal component analysis (PCA),transcript features,1
online MT,evaluation,1
online MT,crisis translation,1
online MT,translation,1
online MT,rapid response MT,1
online MT,automatic evaluation,1
cloud computing,simulating cloud computing,1
cloud computing,fog computing,3
cloud computing,orchestration challenges,1
cloud computing,container orchestration,1
cloud computing,performance,1
cloud computing,scheduling,1
cloud computing,"resource
management",1
cloud computing,systematic review,1
cloud computing,orchestration tools,1
cloud computing,modelling,1
cloud computing,simulating resource scheduling,1
cloud computing,learning,1
cloud computing,deep learning,1
cloud computing,edge computing,3
cloud computing,data,1
cloud computing,management,3
cloud computing,C2T,1
cloud computing,"fog computing, orchestration",1
cloud computing,orchestration architectures,1
cloud computing,hybrid process model,1
cloud computing,simulation tools,1
cloud computing,simulation,2
cloud computing,orchestration standards,1
cloud computing,event log,1
cloud computing,big data,1
delexicalised parsing models,parsing,1
delexicalised parsing models,Irish,1
delexicalised parsing models,Irish language,1
Noise,Gene Regulatory Networks (GRNs),1
Fusion,Search,1
Fusion,Retrievability,1
Fusion,Code Mixing,1
Fusion,Classification,1
Fusion,Data Fusion,2
Fusion,Cross Language News Search,1
Fusion,Hindi Information Retrieval,1
Fusion,"Pseudo
Relevance Feedback",1
Fusion,Geo-Tagging,1
Fusion,Query,1
Fusion,Query Summarization,1
Fusion,Query Translation,1
Fusion,Visual-Spatial Data Fusion,1
Fusion,Microblog Retrieval,1
Usage data analysis,analysis,1
Usage data analysis,data analysis,1
Usage data analysis,video,1
Usage data analysis,data,1
Usage data analysis,Film studies,1
Neural Networks,analysis,1
Neural Networks,Prediction,1
Neural Networks,Bluetooth,1
Neural Networks,Bluetooth indoor positioning,1
Neural Networks,Multistep ahead prediction,1
Neural Networks,Time series,1
Neural Networks,Fingerprinting,1
Neural Networks,Univariate time series,1
Neural Networks,Recurrent Neural Networks,1
Neural Networks,Time series prediction,1
